550.000000	38.459747	-180.000000
550.000000	38.799947	-179.557200
550.000000	39.582947	-178.326000
550.000000	40.529747	-176.466600
550.000000	41.593547	-174.056400
550.000000	42.783347	-171.079200
550.000000	44.198147	-167.515200
550.000000	45.661547	-163.395000
550.000000	47.186147	-158.763600
550.000000	48.752147	-153.666000
550.000000	50.368547	-148.156200
550.000000	52.047947	-142.286400
550.000000	53.777747	-136.108800
550.000000	55.527347	-129.677400
550.000000	57.262547	-123.046200
550.000000	58.952747	-116.269200
550.000000	60.576347	-109.400400
550.000000	62.106347	-102.486600
550.000000	63.508547	-95.578200
550.000000	64.746947	-88.677000
550.000000	65.778347	-81.783000
550.000000	66.550547	-74.948400
550.000000	67.022147	-68.196600
550.000000	67.158947	-61.567200
550.000000	66.935747	-55.096200
550.000000	66.347147	-48.816000
550.000000	65.394947	-42.768000
550.000000	64.097147	-36.988200
550.000000	62.478947	-31.507200
550.000000	60.585347	-26.366400
550.000000	58.457747	-21.598200
550.000000	56.146547	-17.236800
550.000000	53.685947	-13.311000
550.000000	51.113747	-9.842400
550.000000	48.496547	-6.859800
550.000000	45.920747	-4.379400
550.000000	43.443947	-2.408400
550.000000	41.192147	-0.986400
550.000000	39.392147	-0.176400
550.000000	38.421947	0.000000
